Id	Type	Site	Star	WeaponSkillId	CharacterId	SuitId	LogName
3055003	0	5	5	0	0	1503	5★ Memory Ike Grid 5
3055004	0	5	5	0	0	1504	5★ Memory Voltaire Grid 5
3055005	0	5	5	0	0	1505	5★ Memory Gloria Grid 5
3055006	0	5	5	0	0	1506	5★ Memory Richelieu Grid 5
3055007	0	5	5	0	0	1507	5★ Memory Samantha Grid 5
3055008	0	5	5	0	0	1508	5★ Memory Mozart Grid 5
3055050	0	5	5	0	0	1550	5★ Memory Liv: Reindeer Grid 5
3056001	0	5	6	0	0	1601	6★ Memory Condelina Grid 5
3056002	0	5	6	0	0	1602	6★ Memory Shakespeare Grid 5
3056003	0	5	6	0	0	1603	6★ Memory Heisen Grid 5
3056004	0	5	6	0	0	1604	6★ Memory Darwin Grid 5
3056005	0	5	6	0	0	1605	6★ Memory Hanna Grid 5
3056006	0	5	6	0	0	1606	6★ Memory Cottie Grid 5
3056007	0	5	6	0	0	1607	6★ Memory Da Vinci Grid 5
3056008	0	5	6	0	0	1608	6★ Memory Catherine Grid 5
3056009	0	5	6	0	0	1609	6★ Memory Einsteina Grid 5
3056010	0	5	6	0	0	1610	6★ Memory Philip II Grid 5
3056011	0	5	6	0	0	1611	6★ Memory Guinevere Grid 5
3056012	0	5	6	0	0	1612	6★ Memory Frederick Grid 5
3062001	0	6	2	0	0	1201	2★ Memory Merli Grid 6
3063001	0	6	3	0	0	1301	3★ Memory Pinoff Grid 6
3063002	0	6	3	0	0	1304	3★ Memory Pavrey Grid 6
3064001	0	6	4	0	0	1401	4★ Memory Archimedes Grid 6
3064002	0	6	4	0	0	1404	4★ Memory Edison Grid 6
3064003	0	6	4	0	0	1407	4★ Memory Alice Grid 6
3064004	0	6	4	0	0	1410	4★ Memory Cunningham Grid 6
3065001	0	6	5	0	0	1501	5★ Memory Carrielynn Grid 6
3065002	0	6	5	0	0	1502	5★ Memory Aife Grid 6
3065003	0	6	5	0	0	1503	5★ Memory Ike Grid 6
3065004	0	6	5	0	0	1504	5★ Memory Voltaire Grid 6
3065005	0	6	5	0	0	1505	5★ Memory Gloria Grid 6
3065006	0	6	5	0	0	1506	5★ Memory Richelieu Grid 6
3065007	0	6	5	0	0	1507	5★ Memory Samantha Grid 6
3065008	0	6	5	0	0	1508	5★ Memory Mozart Grid 6
3065050	0	6	5	0	0	1550	5★ Memory Liv: Reindeer Grid 6
3066001	0	6	6	0	0	1601	6★ Memory Condelina Grid 6
3066002	0	6	6	0	0	1602	6★ Memory Shakespeare Grid 6
3066003	0	6	6	0	0	1603	6★ Memory Heisen Grid 6
3066004	0	6	6	0	0	1604	6★ Memory Darwin Grid 6
3066005	0	6	6	0	0	1605	6★ Memory Hanna Grid 6
3066006	0	6	6	0	0	1606	6★ Memory Cottie Grid 6
3066007	0	6	6	0	0	1607	6★ Memory Da Vinci Grid 6
3066008	0	6	6	0	0	1608	6★ Memory Catherine Grid 6
3066009	0	6	6	0	0	1609	6★ Memory Einsteina Grid 6
3066010	0	6	6	0	0	1610	6★ Memory Philip II Grid 6
3066011	0	6	6	0	0	1611	6★ Memory Guinevere Grid 6
3066012	0	6	6	0	0	1612	6★ Memory Frederick Grid 6
3016014	0	1	6	0	0	1614	6★ Memory Patton Grid 1
3026014	0	2	6	0	0	1614	6★ Memory Patton Grid 2
3036014	0	3	6	0	0	1614	6★ Memory Patton Grid 3
3046014	0	4	6	0	0	1614	6★ Memory Patton Grid 4
3056014	0	5	6	0	0	1614	6★ Memory Patton Grid 5
3066014	0	6	6	0	0	1614	6★ Memory Patton Grid 6
3016013	0	1	6	0	0	1613	6★ Memory Bathlon Grid 1
3026013	0	2	6	0	0	1613	6★ Memory Bathlon Grid 2
3036013	0	3	6	0	0	1613	6★ Memory Bathlon Grid 3
3046013	0	4	6	0	0	1613	6★ Memory Bathlon Grid 4
3056013	0	5	6	0	0	1613	6★ Memory Bathlon Grid 5
3066013	0	6	6	0	0	1613	6★ Memory Bathlon Grid 6
3016015	0	1	6	0	0	1615	6★ Memory Chen Jiyuan Grid 1
3026015	0	2	6	0	0	1615	6★ Memory Chen Jiyuan Grid 2
3036015	0	3	6	0	0	1615	6★ Memory Chen Jiyuan Grid 3
3046015	0	4	6	0	0	1615	6★ Memory Chen Jiyuan Grid 4
3056015	0	5	6	0	0	1615	6★ Memory Chen Jiyuan Grid 5
3066015	0	6	6	0	0	1615	6★ Memory Chen Jiyuan Grid 6
3016016	0	1	6	0	0	1616	6★ Uniframe Memory Koya Grid 1
3026016	0	2	6	0	0	1616	6★ Uniframe Memory Koya Grid 2
3036016	0	3	6	0	0	1616	6★ Uniframe Memory Koya Grid 3
3046016	0	4	6	0	0	1616	6★ Uniframe Memory Koya Grid 4
3056016	0	5	6	0	0	1616	6★ Uniframe Memory Koya Grid 5
3066016	0	6	6	0	0	1616	6★ Uniframe Memory Koya Grid 6
3015051	0	1	5	0	0	1551	5★ Memory New Year Fireworks Grid 1
3025051	0	2	5	0	0	1551	5★ Memory New Year Fireworks Grid 2
3035051	0	3	5	0	0	1551	5★ Memory New Year Fireworks Grid 3
3045051	0	4	5	0	0	1551	5★ Memory New Year Fireworks Grid 4
3055051	0	5	5	0	0	1551	5★ Memory New Year Fireworks Grid 5
3065051	0	6	5	0	0	1551	5★ Memory New Year Fireworks Grid 6
3015052	0	1	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 1
3025052	0	2	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 2
3035052	0	3	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 3
3045052	0	4	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 4
3055052	0	5	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 5
3065052	0	6	5	0	0	1552	5★ Memory Lantern Festival: Reunion Grid 6
3014006	0	1	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 1
3024006	0	2	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 2
3034006	0	3	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 3
3044006	0	4	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 4
3054006	0	5	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 5
3064006	0	6	4	0	0	1416	4★ Uniframe Memory Nimitz Grid 6
3015009	0	1	5	0	0	1509	5★ Uniframe Memory Boudica Grid 1
3025009	0	2	5	0	0	1509	5★ Uniframe Memory Boudica Grid 2
3035009	0	3	5	0	0	1509	5★ Uniframe Memory Boudica Grid 3
3045009	0	4	5	0	0	1509	5★ Uniframe Memory Boudica Grid 4
3055009	0	5	5	0	0	1509	5★ Uniframe Memory Boudica Grid 5
3065009	0	6	5	0	0	1509	5★ Uniframe Memory Boudica Grid 6
3015055	0	1	5	0	0	1555	5★ Memory KFC - Alpha Grid 1
3025055	0	2	5	0	0	1555	5★ Memory KFC - Alpha Grid 2
3035055	0	3	5	0	0	1555	5★ Memory KFC - Alpha Grid 3
3045055	0	4	5	0	0	1555	5★ Memory KFC - Alpha Grid 4
3055055	0	5	5	0	0	1555	5★ Memory KFC - Alpha Grid 5
3065055	0	6	5	0	0	1555	5★ Memory KFC - Alpha Grid 6
3015056	0	1	5	0	0	1556	5★ Memory KFC - Lucia Grid 1
3025056	0	2	5	0	0	1556	5★ Memory KFC - Lucia Grid 2
3035056	0	3	5	0	0	1556	5★ Memory KFC - Lucia Grid 3
3045056	0	4	5	0	0	1556	5★ Memory KFC - Lucia Grid 4
3055056	0	5	5	0	0	1556	5★ Memory KFC - Lucia Grid 5
3065056	0	6	5	0	0	1556	5★ Memory KFC - Lucia Grid 6
3016017	0	1	6	0	0	1617	6★ Memory Leeuwenhoek Grid 1
3026017	0	2	6	0	0	1617	6★ Memory Leeuwenhoek Grid 2
3036017	0	3	6	0	0	1617	6★ Memory Leeuwenhoek Grid 3
3046017	0	4	6	0	0	1617	6★ Memory Leeuwenhoek Grid 4
3056017	0	5	6	0	0	1617	6★ Memory Leeuwenhoek Grid 5
3066017	0	6	6	0	0	1617	6★ Memory Leeuwenhoek Grid 6
3016018	0	1	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 1
3026018	0	2	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 2
3036018	0	3	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 3
3046018	0	4	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 4
3056018	0	5	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 5
3066018	0	6	6	0	0	1618	6★ Uniframe Memory Wu'an Grid 6
3016019	0	1	6	0	0	1619	6★ Flamel Grid 1
3026019	0	2	6	0	0	1619	6★ Flamel Grid 2
3036019	0	3	6	0	0	1619	6★ Flamel Grid 3
3046019	0	4	6	0	0	1619	6★ Flamel Grid 4
3056019	0	5	6	0	0	1619	6★ Flamel Grid 5
3066019	0	6	6	0	0	1619	6★ Flamel Grid 6
3015053	0	1	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 1
3025053	0	2	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 2
3035053	0	3	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 3
3045053	0	4	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 4
3055053	0	5	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 5
3065053	0	6	5	0	0	1553	5★ Memory Lee—Celebration under the Moon Grid 6
3016020	0	1	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 1
3026020	0	2	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 2
3036020	0	3	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 3
3046020	0	4	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 4
3056020	0	5	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 5
3066020	0	6	6	0	0	1620	6★ Uniframe Memory Lucrezia Grid 6
3016021	0	1	6	0	0	1621	6★Memory: Exupery Grid 1
3026021	0	2	6	0	0	1621	6★Memory: Exupery Grid 2
3036021	0	3	6	0	0	1621	6★Memory: Exupery Grid 3
3046021	0	4	6	0	0	1621	6★Memory: Exupery Grid 4
3056021	0	5	6	0	0	1621	6★Memory: Exupery Grid 5
3066021	0	6	6	0	0	1621	6★Memory: Exupery Grid 6
3016022	0	1	6	0	0	1622	6★ Memory Tifa Grid 1
3026022	0	2	6	0	0	1622	6★ Memory Tifa Grid 2
3036022	0	3	6	0	0	1622	6★ Memory Tifa Grid 3
3046022	0	4	6	0	0	1622	6★ Memory Tifa Grid 4
3056022	0	5	6	0	0	1622	6★ Memory Tifa Grid 5
3066022	0	6	6	0	0	1622	6★ Memory Tifa Grid 6
3016023	0	1	6	0	0	1623	6★ Memory Jack Grid 1
3026023	0	2	6	0	0	1623	6★ Memory Jack Grid 2
3036023	0	3	6	0	0	1623	6★ Memory Jack Grid 3
3046023	0	4	6	0	0	1623	6★ Memory Jack Grid 4
3056023	0	5	6	0	0	1623	6★ Memory Jack Grid 5
3066023	0	6	6	0	0	1623	6★ Memory Jack Grid 6
3015057	0	1	5	0	0	1557	5★ Memory Liv: United Grid 1
3025057	0	2	5	0	0	1557	5★ Memory Liv: United Grid 2
3035057	0	3	5	0	0	1557	5★ Memory Liv: United Grid 3
3045057	0	4	5	0	0	1557	5★ Memory Liv: United Grid 4
3055057	0	5	5	0	0	1557	5★ Memory Liv: United Grid 5
3065057	0	6	5	0	0	1557	5★ Memory Liv: United Grid 6
3016024	0	1	6	0	0	1624	6★ Memory Elizabeth Grid 1
3026024	0	2	6	0	0	1624	6★ Memory Elizabeth Grid 2
3036024	0	3	6	0	0	1624	6★ Memory Elizabeth Grid 3
3046024	0	4	6	0	0	1624	6★ Memory Elizabeth Grid 4
3056024	0	5	6	0	0	1624	6★ Memory Elizabeth Grid 5
3066024	0	6	6	0	0	1624	6★ Memory Elizabeth Grid 6
3016025	0	1	6	0	0	1625	6★ Memory Seraphine Grid 1
3026025	0	2	6	0	0	1625	6★ Memory Seraphine Grid 2
3036025	0	3	6	0	0	1625	6★ Memory Seraphine Grid 3
3046025	0	4	6	0	0	1625	6★ Memory Seraphine Grid 4
3056025	0	5	6	0	0	1625	6★ Memory Seraphine Grid 5
3066025	0	6	6	0	0	1625	6★ Memory Seraphine Grid 6
3015058	0	1	5	0	0	1558	5★ Memory Chrome Grid 1
3025058	0	2	5	0	0	1558	5★ Memory Chrome Grid 2
3035058	0	3	5	0	0	1558	5★ Memory Chrome Grid 3
3045058	0	4	5	0	0	1558	5★ Memory Chrome Grid 4
3055058	0	5	5	0	0	1558	5★ Memory Chrome Grid 5
3065058	0	6	5	0	0	1558	5★ Memory Chrome Grid 6
3016026	0	1	6	0	0	1626	6★ Memory Marco Grid 1
3026026	0	2	6	0	0	1626	6★ Memory Marco Grid 2
3036026	0	3	6	0	0	1626	6★ Memory Marco Grid 3
3046026	0	4	6	0	0	1626	6★ Memory Marco Grid 4
3056026	0	5	6	0	0	1626	6★ Memory Marco Grid 5
3066026	0	6	6	0	0	1626	6★ Memory Marco Grid 6
3016027	0	1	6	0	0	1627	6★ Memory Unimate Grid 1
3026027	0	2	6	0	0	1627	6★ Memory Unimate Grid 2
3036027	0	3	6	0	0	1627	6★ Memory Unimate Grid 3
3046027	0	4	6	0	0	1627	6★ Memory Unimate Grid 4
3056027	0	5	6	0	0	1627	6★ Memory Unimate Grid 5
3066027	0	6	6	0	0	1627	6★ Memory Unimate Grid 6
3016028	0	1	6	0	0	1628	6★ Memory Isabel Grid 1
3026028	0	2	6	0	0	1628	6★ Memory Isabel Grid 2
3036028	0	3	6	0	0	1628	6★ Memory Isabel Grid 3
3046028	0	4	6	0	0	1628	6★ Memory Isabel Grid 4
3056028	0	5	6	0	0	1628	6★ Memory Isabel Grid 5
3066028	0	6	6	0	0	1628	6★ Memory Isabel Grid 6
3016029	0	1	6	0	0	1629	6★ Memory Boone Grid 1
3026029	0	2	6	0	0	1629	6★ Memory Boone Grid 2
3036029	0	3	6	0	0	1629	6★ Memory Boone Grid 3
3046029	0	4	6	0	0	1629	6★ Memory Boone Grid 4
3056029	0	5	6	0	0	1629	6★ Memory Boone Grid 5
3066029	0	6	6	0	0	1629	6★ Memory Boone Grid 6
3018053	0	1	5	0	0	20001	5★ Memory Ceremony - Liv Grid 1
3028053	0	2	5	0	0	20001	5★ Memory Ceremony - Liv Grid 2
3038053	0	3	5	0	0	20001	5★ Memory Ceremony - Liv Grid 3
3048053	0	4	5	0	0	20001	5★ Memory Ceremony - Liv Grid 4
3058053	0	5	5	0	0	20001	5★ Memory Ceremony - Liv Grid 5
3068053	0	6	5	0	0	20001	5★ Memory Ceremony - Liv Grid 6
3016030	0	1	6	0	0	1630	6★ Memory Shelley Grid 1
3026030	0	2	6	0	0	1630	6★ Memory Shelley Grid 2
3036030	0	3	6	0	0	1630	6★ Memory Shelley Grid 3
3046030	0	4	6	0	0	1630	6★ Memory Shelley Grid 4
3056030	0	5	6	0	0	1630	6★ Memory Shelley Grid 5
3066030	0	6	6	0	0	1630	6★ Memory Shelley Grid 6
3019050	0	1	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 1
3029050	0	2	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 2
3039050	0	3	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 3
3049050	0	4	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 4
3059050	0	5	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 5
3069050	0	6	5	0	0	20002	5★ Memory Vera: Scarlet Summers Grid 6
3016031	0	1	6	0	0	1631	6★ Memory Charlotte Grid 1
3026031	0	2	6	0	0	1631	6★ Memory Charlotte Grid 2
3036031	0	3	6	0	0	1631	6★ Memory Charlotte Grid 3
3046031	0	4	6	0	0	1631	6★ Memory Charlotte Grid 4
3056031	0	5	6	0	0	1631	6★ Memory Charlotte Grid 5
3066031	0	6	6	0	0	1631	6★ Memory Charlotte Grid 6
3016032	0	1	6	0	0	1632	6★ Memory Turing Grid 1
3026032	0	2	6	0	0	1632	6★ Memory Turing Grid 2
3036032	0	3	6	0	0	1632	6★ Memory Turing Grid 3
3046032	0	4	6	0	0	1632	6★ Memory Turing Grid 4
3056032	0	5	6	0	0	1632	6★ Memory Turing Grid 5
3066032	0	6	6	0	0	1632	6★ Memory Turing Grid 6
3016033	0	1	6	0	0	1633	6★ Memory Aline Grid 1
3026033	0	2	6	0	0	1633	6★ Memory Aline Grid 2
3036033	0	3	6	0	0	1633	6★ Memory Aline Grid 3
3046033	0	4	6	0	0	1633	6★ Memory Aline Grid 4
3056033	0	5	6	0	0	1633	6★ Memory Aline Grid 5
3066033	0	6	6	0	0	1633	6★ Memory Aline Grid 6
3016034	0	1	6	0	0	1634	6★ Memory Diesel Grid 1
3026034	0	2	6	0	0	1634	6★ Memory Diesel Grid 2
3036034	0	3	6	0	0	1634	6★ Memory Diesel Grid 3
3046034	0	4	6	0	0	1634	6★ Memory Diesel Grid 4
3056034	0	5	6	0	0	1634	6★ Memory Diesel Grid 5
3066034	0	6	6	0	0	1634	6★ Memory Diesel Grid 6
3016035	0	1	6	0	0	1635	6★ Memory Fran Grid 1
3026035	0	2	6	0	0	1635	6★ Memory Fran Grid 2
3036035	0	3	6	0	0	1635	6★ Memory Fran Grid 3
3046035	0	4	6	0	0	1635	6★ Memory Fran Grid 4
3056035	0	5	6	0	0	1635	6★ Memory Fran Grid 5
3066035	0	6	6	0	0	1635	6★ Memory Fran Grid 6
3016036	0	1	6	0	0	1636	6★ Memory Signa Grid 1
3026036	0	2	6	0	0	1636	6★ Memory Signa Grid 2
3036036	0	3	6	0	0	1636	6★ Memory Signa Grid 3
3046036	0	4	6	0	0	1636	6★ Memory Signa Grid 4
3056036	0	5	6	0	0	1636	6★ Memory Signa Grid 5
3066036	0	6	6	0	0	1636	6★ Memory Signa Grid 6
3016037	0	1	6	0	0	1637	6★ Memory Derketo Grid 1
3026037	0	2	6	0	0	1637	6★ Memory Derketo Grid 2
3036037	0	3	6	0	0	1637	6★ Memory Derketo Grid 3
3046037	0	4	6	0	0	1637	6★ Memory Derketo Grid 4
3056037	0	5	6	0	0	1637	6★ Memory Derketo Grid 5
3066037	0	6	6	0	0	1637	6★ Memory Derketo Grid 6
3016038	0	1	6	0	0	1638	6★ Memory Alphonse Grid 1
3026038	0	2	6	0	0	1638	6★ Memory Alphonse Grid 2
3036038	0	3	6	0	0	1638	6★ Memory Alphonse Grid 3
3046038	0	4	6	0	0	1638	6★ Memory Alphonse Grid 4
3056038	0	5	6	0	0	1638	6★ Memory Alphonse Grid 5
3066038	0	6	6	0	0	1638	6★ Memory Alphonse Grid 6
3016039	0	1	6	0	0	1639	New 6★ Uniframe Memory Grid 1
3026039	0	2	6	0	0	1639	New 6★ Uniframe Memory Grid 2
3036039	0	3	6	0	0	1639	New 6★ Uniframe Memory Grid 3
3046039	0	4	6	0	0	1639	New 6★ Uniframe Memory Grid 4
3056039	0	5	6	0	0	1639	New 6★ Uniframe Memory Grid 5
3066039	0	6	6	0	0	1639	New 6★ Uniframe Memory Grid 6
3016040	0	1	6	0	0	1640	Qu - 6★ Memory Grid 1
3026040	0	2	6	0	0	1640	Qu - 6★ Memory Grid 2
3036040	0	3	6	0	0	1640	Qu - 6★ Memory Grid 3
3046040	0	4	6	0	0	1640	Qu - 6★ Memory Grid 4
3056040	0	5	6	0	0	1640	Qu - 6★ Memory Grid 5
3066040	0	6	6	0	0	1640	Qu - 6★ Memory Grid 6
3016041	0	1	6	0	0	1641	Luna - 6★ Memory Grid 1
3026041	0	2	6	0	0	1641	Luna - 6★ Memory Grid 2
3036041	0	3	6	0	0	1641	Luna - 6★ Memory Grid 3
3046041	0	4	6	0	0	1641	Luna - 6★ Memory Grid 4
3056041	0	5	6	0	0	1641	Luna - 6★ Memory Grid 5
3066041	0	6	6	0	0	1641	Luna - 6★ Memory Grid 6
3016042	0	1	6	0	0	1642	Hanying - 6★ Memory Grid 1
3026042	0	2	6	0	0	1642	Hanying - 6★ Memory Grid 2
3036042	0	3	6	0	0	1642	Hanying - 6★ Memory Grid 3
3046042	0	4	6	0	0	1642	Hanying - 6★ Memory Grid 4
3056042	0	5	6	0	0	1642	Hanying - 6★ Memory Grid 5
3066042	0	6	6	0	0	1642	Hanying - 6★ Memory Grid 6
3016043	0	1	6	0	0	1643	Wanshi - 6★ Memory Grid 1
3026043	0	2	6	0	0	1643	Wanshi - 6★ Memory Grid 2
3036043	0	3	6	0	0	1643	Wanshi - 6★ Memory Grid 3
3046043	0	4	6	0	0	1643	Wanshi - 6★ Memory Grid 4
3056043	0	5	6	0	0	1643	Wanshi - 6★ Memory Grid 5
3066043	0	6	6	0	0	1643	Wanshi - 6★ Memory Grid 6
3016044	0	1	6	0	0	1644	Lucia - 6★ Memory Grid 1
3026044	0	2	6	0	0	1644	Lucia - 6★ Memory Grid 2
3036044	0	3	6	0	0	1644	Lucia - 6★ Memory Grid 3
3046044	0	4	6	0	0	1644	Lucia - 6★ Memory Grid 4
3056044	0	5	6	0	0	1644	Lucia - 6★ Memory Grid 5
3066044	0	6	6	0	0	1644	Lucia - 6★ Memory Grid 6
3016045	0	1	6	0	0	1645	Lightning Shield - 6★ Memory Grid 1
3026045	0	2	6	0	0	1645	Lightning Shield - 6★ Memory Grid 2
3036045	0	3	6	0	0	1645	Lightning Shield - 6★ Memory Grid 3
3046045	0	4	6	0	0	1645	Lightning Shield - 6★ Memory Grid 4
3056045	0	5	6	0	0	1645	Lightning Shield - 6★ Memory Grid 5
3066045	0	6	6	0	0	1645	Lightning Shield - 6★ Memory Grid 6
3016046	0	1	6	0	0	1646	Nanami - 6★ Memory Grid 1
3026046	0	2	6	0	0	1646	Nanami - 6★ Memory Grid 2
3036046	0	3	6	0	0	1646	Nanami - 6★ Memory Grid 3
3046046	0	4	6	0	0	1646	Nanami - 6★ Memory Grid 4
3056046	0	5	6	0	0	1646	Nanami - 6★ Memory Grid 5
3066046	0	6	6	0	0	1646	Nanami - 6★ Memory Grid 6
3016047	0	1	6	0	0	1647	The Merciful One - 6★ Memory Grid 1
3026047	0	2	6	0	0	1647	The Merciful One - 6★ Memory Grid 2
3036047	0	3	6	0	0	1647	The Merciful One - 6★ Memory Grid 3
3046047	0	4	6	0	0	1647	The Merciful One - 6★ Memory Grid 4
3056047	0	5	6	0	0	1647	The Merciful One - 6★ Memory Grid 5
3066047	0	6	6	0	0	1647	The Merciful One - 6★ Memory Grid 6
3016048	0	1	6	0	0	1648	Lilith - 6★ Memory Grid 1
3026048	0	2	6	0	0	1648	Lilith - 6★ Memory Grid 2
3036048	0	3	6	0	0	1648	Lilith - 6★ Memory Grid 3
3046048	0	4	6	0	0	1648	Lilith - 6★ Memory Grid 4
3056048	0	5	6	0	0	1648	Lilith - 6★ Memory Grid 5
3066048	0	6	6	0	0	1648	Lilith - 6★ Memory Grid 6
3016049	0	1	6	0	0	1649	Selena - 6★ Memory Grid 1
3026049	0	2	6	0	0	1649	Selena - 6★ Memory Grid 2
3036049	0	3	6	0	0	1649	Selena - 6★ Memory Grid 3
3046049	0	4	6	0	0	1649	Selena - 6★ Memory Grid 4
3056049	0	5	6	0	0	1649	Selena - 6★ Memory Grid 5
3066049	0	6	6	0	0	1649	Selena - 6★ Memory Grid 6
3016050	0	1	6	0	0	1650	Ice Cluster - 6★ Memory Grid 1
3026050	0	2	6	0	0	1650	Ice Cluster - 6★ Memory Grid 2
3036050	0	3	6	0	0	1650	Ice Cluster - 6★ Memory Grid 3
3046050	0	4	6	0	0	1650	Ice Cluster - 6★ Memory Grid 4
3056050	0	5	6	0	0	1650	Ice Cluster - 6★ Memory Grid 5
3066050	0	6	6	0	0	1650	Ice Cluster - 6★ Memory Grid 6
3016051	0	1	6	0	0	1651	Vera - 6★ Memory Grid 1
3026051	0	2	6	0	0	1651	Vera - 6★ Memory Grid 2
3036051	0	3	6	0	0	1651	Vera - 6★ Memory Grid 3
3046051	0	4	6	0	0	1651	Vera - 6★ Memory Grid 4
3056051	0	5	6	0	0	1651	Vera - 6★ Memory Grid 5
3066051	0	6	6	0	0	1651	Vera - 6★ Memory Grid 6
3016052	0	1	6	0	0	1652	Bianca - 6★ Memory Grid 1
3026052	0	2	6	0	0	1652	Bianca - 6★ Memory Grid 2
3036052	0	3	6	0	0	1652	Bianca - 6★ Memory Grid 3
3046052	0	4	6	0	0	1652	Bianca - 6★ Memory Grid 4
3056052	0	5	6	0	0	1652	Bianca - 6★ Memory Grid 5
3066052	0	6	6	0	0	1652	Bianca - 6★ Memory Grid 6
3016053	0	1	6	0	0	1653	Veronica - 6★ Memory Grid 1
3026053	0	2	6	0	0	1653	Veronica - 6★ Memory Grid 2
3036053	0	3	6	0	0	1653	Veronica - 6★ Memory Grid 3
3046053	0	4	6	0	0	1653	Veronica - 6★ Memory Grid 4
3056053	0	5	6	0	0	1653	Veronica - 6★ Memory Grid 5
3066053	0	6	6	0	0	1653	Veronica - 6★ Memory Grid 6
3016054	0	1	6	0	0	1654	Liv - 6★ Memory Grid 1
3026054	0	2	6	0	0	1654	Liv - 6★ Memory Grid 2
3036054	0	3	6	0	0	1654	Liv - 6★ Memory Grid 3
3046054	0	4	6	0	0	1654	Liv - 6★ Memory Grid 4
3056054	0	5	6	0	0	1654	Liv - 6★ Memory Grid 5
3066054	0	6	6	0	0	1654	Liv - 6★ Memory Grid 6
3016055	0	1	6	0	0	1655	Darkflow - 6★ Memory Grid 1
3026055	0	2	6	0	0	1655	Darkflow - 6★ Memory Grid 2
3036055	0	3	6	0	0	1655	Darkflow - 6★ Memory Grid 3
3046055	0	4	6	0	0	1655	Darkflow - 6★ Memory Grid 4
3056055	0	5	6	0	0	1655	Darkflow - 6★ Memory Grid 5
3066055	0	6	6	0	0	1655	Darkflow - 6★ Memory Grid 6
3016056	0	1	6	0	0	1656	Teddy - 6★ Memory Grid 1
3026056	0	2	6	0	0	1656	Teddy - 6★ Memory Grid 2
3036056	0	3	6	0	0	1656	Teddy - 6★ Memory Grid 3
3046056	0	4	6	0	0	1656	Teddy - 6★ Memory Grid 4
3056056	0	5	6	0	0	1656	Teddy - 6★ Memory Grid 5
3066056	0	6	6	0	0	1656	Teddy - 6★ Memory Grid 6
3016057	0	1	6	0	0	1657	Rosetta - 6★ Memory Grid 1
3026057	0	2	6	0	0	1657	Rosetta - 6★ Memory Grid 2
3036057	0	3	6	0	0	1657	Rosetta - 6★ Memory Grid 3
3046057	0	4	6	0	0	1657	Rosetta - 6★ Memory Grid 4
3056057	0	5	6	0	0	1657	Rosetta - 6★ Memory Grid 5
3066057	0	6	6	0	0	1657	Rosetta - 6★ Memory Grid 6
3016058	0	1	6	0	0	1658	Ultima Slash - 6★ Memory Grid 1
3026058	0	2	6	0	0	1658	Ultima Slash - 6★ Memory Grid 2
3036058	0	3	6	0	0	1658	Ultima Slash - 6★ Memory Grid 3
3046058	0	4	6	0	0	1658	Ultima Slash - 6★ Memory Grid 4
3056058	0	5	6	0	0	1658	Ultima Slash - 6★ Memory Grid 5
3066058	0	6	6	0	0	1658	Ultima Slash - 6★ Memory Grid 6
3016059	0	1	6	0	0	1659	Nirvatia - 6★ Memory Grid 1
3026059	0	2	6	0	0	1659	Nirvatia - 6★ Memory Grid 2
3036059	0	3	6	0	0	1659	Nirvatia - 6★ Memory Grid 3
3046059	0	4	6	0	0	1659	Nirvatia - 6★ Memory Grid 4
3056059	0	5	6	0	0	1659	Nirvatia - 6★ Memory Grid 5
3066059	0	6	6	0	0	1659	Nirvatia - 6★ Memory Grid 6
3016060	0	1	6	0	0	1660	Kamui - 6★ Memory Grid 1
3026060	0	2	6	0	0	1660	Kamui - 6★ Memory Grid 2
3036060	0	3	6	0	0	1660	Kamui - 6★ Memory Grid 3
